"id","symbol","ensembl"
"chr1_114240884_114249344_-","PHTF1","ENSG00000116793"
"chr1_114246703_114249344_-","PHTF1","ENSG00000116793"
"chr1_114248512_114254735_-","PHTF1","ENSG00000116793"
"chr1_114252876_114254735_-","PHTF1","ENSG00000116793"
"chr1_114269040_114281421_-","PHTF1","ENSG00000116793"
"chr1_114280732_114281421_-","PHTF1","ENSG00000116793"
"chr1_114319832_114320430_-","RSBN1","ENSG00000081019"
"chr1_114338808_114340658_-","RSBN1","ENSG00000081019"
"chr1_114339985_114340658_-","RSBN1","ENSG00000081019"
"chr1_114942079_114949722_-","TRIM33","ENSG00000197323"
"chr1_115005726_115006178_-","TRIM33","ENSG00000197323"
"chr1_115005726_115007010_-","TRIM33","ENSG00000197323"
"chr1_115262200_115263338_-","CSDE1","ENSG00000009307"
"chr1_115262200_115280693_-","CSDE1","ENSG00000009307"
"chr1_115267842_115280693_-","CSDE1","ENSG00000009307"
"chr1_115276353_115280693_-","CSDE1","ENSG00000009307"
"chr1_1158624_1159348_-","SDF4","ENSG00000078808"
"chr1_117944808_117948267_+","MAN1A2","ENSG00000198162"
"chr1_117944808_117957453_+","MAN1A2","ENSG00000198162"
"chr1_117944808_117963271_+","MAN1A2","ENSG00000198162"
"chr1_117944808_117984947_+","MAN1A2","ENSG00000198162"
"chr1_117944808_118009049_+","MAN1A2","ENSG00000198162"
"chr1_117944808_118045592_+","MAN1A2","ENSG00000198162"
"chr1_117984853_118009049_+","MAN1A2","ENSG00000198162"
"chr1_117984853_118045592_+","MAN1A2","ENSG00000198162"
"chr1_118003111_118009049_+","MAN1A2","ENSG00000198162"
"chr1_118003111_118045592_+","MAN1A2","ENSG00000198162"
"chr1_118003111_118065559_+","MAN1A2","ENSG00000198162"
"chr1_118035769_118045592_+","MAN1A2","ENSG00000198162"
"chr1_118413018_118463047_-","GDAP2","ENSG00000196505"
"chr1_118413069_118463047_-","GDAP2","ENSG00000196505"
"chr1_118424445_118463047_-","GDAP2","ENSG00000196505"
"chr1_118439455_118463047_-","GDAP2","ENSG00000196505"
"chr1_118449128_118461358_-","GDAP2","ENSG00000196505"
"chr1_118454616_118461358_-","GDAP2","ENSG00000196505"
"chr1_118461219_118463047_-","GDAP2","ENSG00000196505"
"chr1_11883764_11887278_+","CLCN6","ENSG00000011021"
"chr1_120129944_120131140_.","",""
"chr1_12049222_12052747_+","MFN2","ENSG00000116688"
"chr1_12061458_12062160_+","MFN2","ENSG00000116688"
"chr1_121115832_121116815_+","SRGAP2C","ENSG00000171943"
"chr1_121115832_121129692_+","SRGAP2C","ENSG00000171943"
"chr1_121124562_121129692_+","SRGAP2C","ENSG00000171943"
"chr1_121485037_121485375_.","",""
"chr1_12335882_12338095_+","VPS13D","ENSG00000048707"
"chr1_12359259_12368698_+","VPS13D","ENSG00000048707"
"chr1_12378129_12382803_+","VPS13D","ENSG00000048707"
"chr1_12460238_12476880_+","VPS13D","ENSG00000048707"
"chr1_12516054_12520451_+","VPS13D","ENSG00000048707"
"chr1_14042036_14068652_+","PRDM2","ENSG00000116731"
"chr1_14042036_14075982_+","PRDM2","ENSG00000116731"
"chr1_14042036_14109326_+","PRDM2","ENSG00000116731"
"chr1_14057495_14068652_+","PRDM2","ENSG00000116731"
"chr1_14057495_14075982_+","PRDM2","ENSG00000116731"
"chr1_14095534_14099683_+","PRDM2","ENSG00000116731"
"chr1_14095534_14109326_+","PRDM2","ENSG00000116731"
"chr1_14099573_14109326_+","PRDM2","ENSG00000116731"
"chr1_14104913_14109326_+","PRDM2","ENSG00000116731"
"chr1_144013901_144014093_+","SRGAP2B","ENSG00000196369"
"chr1_144048709_144094424_+","SRGAP2B","ENSG00000196369"
"chr1_144881430_144892589_-","PDE4DIP","ENSG00000178104"
"chr1_144909869_144912294_-","PDE4DIP","ENSG00000178104"
"chr1_144911882_144922638_-","PDE4DIP","ENSG00000178104"
"chr1_144921835_144922638_-","PDE4DIP","ENSG00000178104"
"chr1_144946625_144994701_-","PDE4DIP","ENSG00000178104"
"chr1_144946625_145016011_-","PDE4DIP","ENSG00000178104"
"chr1_144946625_145021167_-","PDE4DIP","ENSG00000178104"
"chr1_144994591_145016011_-","PDE4DIP","ENSG00000178104"
"chr1_144994591_145021167_-","PDE4DIP","ENSG00000178104"
"chr1_145015860_145021167_-","PDE4DIP","ENSG00000178104"
"chr1_145459652_145460263_-","POLR3GL","ENSG00000121851"
"chr1_145592633_145595220_-","POLR3C","ENSG00000186141"
"chr1_145594039_145595220_-","POLR3C","ENSG00000186141"
"chr1_145640883_145650540_+","RNF115","ENSG00000121848"
"chr1_145640883_145663367_+","RNF115","ENSG00000121848"
"chr1_145646115_145663367_+","RNF115","ENSG00000121848"
"chr1_145646115_145684678_+","RNF115","ENSG00000121848"
"chr1_145769408_145791170_-","GPR89A","ENSG00000117262"
"chr1_145769408_145803388_-","GPR89A","ENSG00000117262"
"chr1_145787772_145791170_-","GPR89A","ENSG00000117262"
"chr1_145787772_145818826_-","GPR89A","ENSG00000117262"
"chr1_145803308_145818826_-","GPR89A","ENSG00000117262"
"chr1_145897085_145900490_+","GPR89C","ENSG00000196644"
"chr1_14608666_14611276_.","",""
"chr1_146724278_146728216_+","CHD1L","ENSG00000131778"
"chr1_146724278_146731572_+","CHD1L","ENSG00000131778"
"chr1_146737591_146740537_+","CHD1L","ENSG00000131778"
"chr1_146744043_146766199_+","CHD1L","ENSG00000131778"
"chr1_146747017_146757164_+","CHD1L","ENSG00000131778"
"chr1_147120048_147131890_-","ACP6","ENSG00000162836"
"chr1_147700260_147700929_+","","ENSG00000229438"
"chr1_147805339_147808043_+","RP11-495P10.3","ENSG00000224481"
"chr1_149239868_149255307_+","RP11-403I13.4","ENSG00000223779"
"chr1_149931603_149936274_-","OTUD7B","ENSG00000163113"
"chr1_149936147_149937803_-","OTUD7B","ENSG00000163113"
"chr1_150064031_150082742_+","VPS45","ENSG00000136631"
"chr1_150198940_150201570_-","ANP32E","ENSG00000143401"
"chr1_150202906_150204264_-","ANP32E","ENSG00000143401"
"chr1_150390072_150418877_+","RPRD2","ENSG00000163125"
"chr1_150413399_150416853_+","RPRD2","ENSG00000163125"
"chr1_150413399_150418877_+","RPRD2","ENSG00000163125"
"chr1_150416727_150418877_+","RPRD2","ENSG00000163125"
"chr1_150418702_150418877_+","RPRD2","ENSG00000163125"
"chr1_150464887_150469384_+","TARS2","ENSG00000143374"
"chr1_150799019_150807116_-","ARNT","ENSG00000143437"
"chr1_15081975_15084542_+","KAZN","ENSG00000189337"
"chr1_150900180_150913904_+","SETDB1","ENSG00000143379"
"chr1_150933039_150934634_+","SETDB1","ENSG00000143379"
"chr1_150997087_150998149_+","PRUNE","ENSG00000143363"
"chr1_150997087_150999803_+","PRUNE","ENSG00000143363"
"chr1_150997087_151001420_+","PRUNE","ENSG00000143363"
"chr1_151060666_151079698_+","GABPB2","ENSG00000143458"
"chr1_151060666_151090615_+","GABPB2","ENSG00000143458"
"chr1_151089868_151090615_+","GABPB2","ENSG00000143458"
"chr1_151111901_151112566_-","SEMA6C","ENSG00000143434"
"chr1_151139410_151139890_+","SCNM1","ENSG00000163156"
"chr1_151196721_151205179_+","PIP5K1A","ENSG00000143398"
"chr1_151204147_151205179_+","PIP5K1A","ENSG00000143398"
"chr1_151209034_151209239_+","PIP5K1A","ENSG00000143398"
"chr1_151237308_151239815_+","PSMD4","ENSG00000159352"
"chr1_151288049_151288985_-","PI4KB","ENSG00000143393"
"chr1_151380576_151381304_-","POGZ","ENSG00000143442"
"chr1_151395873_151403317_-","POGZ","ENSG00000143442"
"chr1_151395873_151414681_-","POGZ","ENSG00000143442"
"chr1_151400299_151403317_-","POGZ","ENSG00000143442"
"chr1_151400299_151414681_-","POGZ","ENSG00000143442"
"chr1_151611364_151611595_+","SNX27","ENSG00000143376"
"chr1_151611364_151641111_+","SNX27","ENSG00000143376"
"chr1_151611364_151655921_+","SNX27","ENSG00000143376"
"chr1_151611364_151665515_+","SNX27","ENSG00000143376"
"chr1_151611364_151665959_+","SNX27","ENSG00000143376"
"chr1_151630711_151641111_+","SNX27","ENSG00000143376"
"chr1_151630711_151655921_+","SNX27","ENSG00000143376"
"chr1_151630711_151665515_+","SNX27","ENSG00000143376"
"chr1_151630711_151665959_+","SNX27","ENSG00000143376"
"chr1_151681474_151682267_-","CELF3","ENSG00000159409"
"chr1_152305059_152313686_+","FLG-AS1","ENSG00000237975"
"chr1_15270853_15272669_+","KAZN","ENSG00000189337"
"chr1_15361245_15370655_+","KAZN","ENSG00000189337"
"chr1_153637696_153641033_-","ILF2","ENSG00000143621"
"chr1_15370485_15370655_+","KAZN","ENSG00000189337"
"chr1_153734046_153737539_+","INTS3","ENSG00000143624"
"chr1_153791267_153792211_-","GATAD2B","ENSG00000143614"
"chr1_154145384_154145677_-","TPM3","ENSG00000143549"
"chr1_154197560_154209612_+","UBAP2L","ENSG00000143569"
"chr1_154207067_154207767_+","UBAP2L","ENSG00000143569"
"chr1_154207067_154218851_+","UBAP2L","ENSG00000143569"
"chr1_154223517_154224129_+","UBAP2L","ENSG00000143569"
"chr1_154552205_154552321_+","CHRNB2","ENSG00000160716"
"chr1_155340295_155340774_-","ASH1L","ENSG00000116539"
"chr1_155340295_155365344_-","ASH1L","ENSG00000116539"
"chr1_155348072_155349907_-","ASH1L","ENSG00000116539"
"chr1_155348072_155385714_-","ASH1L","ENSG00000116539"
"chr1_155385535_155408859_-","ASH1L","ENSG00000116539"
"chr1_155385535_155429689_-","ASH1L","ENSG00000116539"
"chr1_155408118_155408859_-","ASH1L","ENSG00000116539"
"chr1_155408118_155429689_-","ASH1L","ENSG00000116539"
"chr1_155490891_155491409_-","ASH1L","ENSG00000116539"
"chr1_155640111_155644887_-","YY1AP1","ENSG00000163374"
"chr1_155640111_155649303_-","YY1AP1","ENSG00000163374"
"chr1_155644801_155649303_-","YY1AP1","ENSG00000163374"
"chr1_155644801_155650247_-","YY1AP1","ENSG00000163374"
"chr1_155679564_155686919_+","DAP3","ENSG00000132676"
"chr1_155686797_155695810_+","DAP3","ENSG00000132676"
"chr1_155691308_155695810_+","DAP3","ENSG00000132676"
"chr1_155695173_155695810_+","DAP3","ENSG00000132676"
"chr1_155724166_155730432_-","GON4L","ENSG00000116580"
"chr1_155742857_155747611_-","GON4L","ENSG00000116580"
"chr1_155823067_155823597_-","GON4L","ENSG00000116580"
"chr1_155836426_155838582_+","SYT11","ENSG00000132718"
"chr1_155837756_155838582_+","SYT11","ENSG00000132718"
"chr1_155874102_155874595_-","RIT1","ENSG00000143622"
"chr1_155891166_155891709_-","KIAA0907","ENSG00000132680"
"chr1_155891166_155893478_-","KIAA0907","ENSG00000132680"
"chr1_155896467_155896947_-","KIAA0907","ENSG00000132680"
"chr1_155899087_155899631_-","KIAA0907","ENSG00000132680"
"chr1_156286957_156304709_-","CCT3","ENSG00000163468"
"chr1_156290630_156304709_-","CCT3","ENSG00000163468"
"chr1_156294763_156304709_-","CCT3","ENSG00000163468"
"chr1_156303338_156304709_-","CCT3","ENSG00000163468"
"chr1_156752074_156756966_+","PRCC","ENSG00000143294"
"chr1_156921365_156925591_-","ARHGEF11","ENSG00000132694"
"chr1_15844605_15844890_-","CASP9","ENSG00000132906"
"chr1_15860732_15863309_+","DNAJC16","ENSG00000116138"
"chr1_15862970_15863309_+","DNAJC16","ENSG00000116138"
"chr1_15956820_15978390_+","DDI2","ENSG00000197312"
"chr1_15964802_15970145_+","DDI2","ENSG00000197312"
"chr1_15964802_15978390_+","DDI2","ENSG00000197312"
"chr1_15976215_15978390_+","DDI2","ENSG00000197312"
"chr1_160063750_160063860_-","IGSF8","ENSG00000162729"
"chr1_160113165_160113356_+","ATP1A2","ENSG00000018625"
"chr1_160293221_160302347_-","COPA","ENSG00000122218"
"chr1_16044388_16047883_+","PLEKHM2","ENSG00000116786"
"chr1_16046229_16047883_+","PLEKHM2","ENSG00000116786"
"chr1_161748034_161753886_+","ATF6","ENSG00000118217"
"chr1_161816239_161833102_+","ATF6","ENSG00000118217"
"chr1_16199311_16203173_+","SPEN","ENSG00000065526"
"chr1_16237596_16242774_+","SPEN","ENSG00000065526"
"chr1_162469745_162487980_+","UHMK1","ENSG00000152332"
"chr1_162546567_162567648_+","UAP1","ENSG00000117143"
"chr1_162546567_162570693_+","UAP1","ENSG00000117143"
"chr1_1647590_1647917_-","CDK11A","ENSG00000008128"
"chr1_164776779_164790863_+","PBX1","ENSG00000185630"
"chr1_165712404_165723511_-","TMCO1","ENSG00000143183"
"chr1_165859441_165860559_+","UCK2","ENSG00000143179"
"chr1_165859441_165865569_+","UCK2","ENSG00000143179"
"chr1_16621278_16641930_-","FBXO42","ENSG00000037637"
"chr1_16632298_16641930_-","FBXO42","ENSG00000037637"
"chr1_166831440_166833158_-","TADA1","ENSG00000152382"
"chr1_167301707_167307495_+","POU2F1","ENSG00000143190"
"chr1_167734820_167742605_+","MPZL1","ENSG00000197965"
"chr1_167921038_167944253_+","DCAF6","ENSG00000143164"
"chr1_167935867_167974031_+","DCAF6","ENSG00000143164"
"chr1_167971720_167974031_+","DCAF6","ENSG00000143164"
"chr1_167971784_167973227_+","DCAF6","ENSG00000143164"
"chr1_167988783_167992285_+","DCAF6","ENSG00000143164"
"chr1_168007609_168014465_+","DCAF6","ENSG00000143164"
"chr1_168007609_168037701_+","DCAF6","ENSG00000143164"
"chr1_168012263_168037701_+","DCAF6","ENSG00000143164"
"chr1_168032859_168037701_+","DCAF6","ENSG00000143164"
"chr1_168153140_168169338_+","TIPRL","ENSG00000143155"
"chr1_16891302_16893766_-","NBPF1","ENSG00000219481"
"chr1_169138685_169256646_-","NME7","ENSG00000143156"
"chr1_169199956_169206925_-","NME7","ENSG00000143156"
"chr1_169199956_169256646_-","NME7","ENSG00000143156"
"chr1_169292355_169293738_-","NME7","ENSG00000143156"
"chr1_169388251_169394188_-","CCDC181","ENSG00000117477"
"chr1_171491316_171492661_+","PRRC2C","ENSG00000117523"
"chr1_171492360_171496983_+","PRRC2C","ENSG00000117523"
"chr1_171492360_171502100_+","PRRC2C","ENSG00000117523"
"chr1_171537386_171544267_+","PRRC2C","ENSG00000117523"
"chr1_171956796_171958288_+","DNM3","ENSG00000197959"
"chr1_172001542_172002405_+","DNM3","ENSG00000197959"
"chr1_172001542_172007601_+","DNM3","ENSG00000197959"
"chr1_172007459_172017890_+","DNM3","ENSG00000197959"
"chr1_172007459_172038045_+","DNM3","ENSG00000197959"
"chr1_172011149_172017890_+","DNM3","ENSG00000197959"
"chr1_172011149_172038045_+","DNM3","ENSG00000197959"
"chr1_172011149_172100428_+","DNM3","ENSG00000197959"
"chr1_172061964_172100428_+","DNM3","ENSG00000197959"
"chr1_172097253_172222822_+","DNM3","ENSG00000197959"
"chr1_172100315_172222822_+","DNM3","ENSG00000197959"
"chr1_172356273_172357949_+","DNM3","ENSG00000197959"
"chr1_172520652_172526934_+","SUCO","ENSG00000094975"
"chr1_172520652_172539870_+","SUCO","ENSG00000094975"
"chr1_172520652_172548407_+","SUCO","ENSG00000094975"
"chr1_172525009_172526934_+","SUCO","ENSG00000094975"
"chr1_172525009_172539870_+","SUCO","ENSG00000094975"
"chr1_173542321_173556969_-","SLC9C2","ENSG00000162753"
"chr1_1735858_1749314_-","GNB1","ENSG00000078369"
"chr1_173702852_173703425_+","KLHL20","ENSG00000076321"
"chr1_173726115_173744981_+","KLHL20","ENSG00000076321"
"chr1_173961893_173962273_-","RC3H1","ENSG00000135870"
"chr1_174200283_174274265_+","RABGAP1L","ENSG00000152061"
"chr1_174241552_174247917_+","RABGAP1L","ENSG00000152061"
"chr1_174241552_174274265_+","RABGAP1L","ENSG00000152061"
"chr1_174241552_174363283_+","RABGAP1L","ENSG00000152061"
"chr1_174244971_174274265_+","RABGAP1L","ENSG00000152061"
"chr1_174244971_174340210_+","RABGAP1L","ENSG00000152061"
"chr1_174244971_174363283_+","RABGAP1L","ENSG00000152061"
"chr1_174606513_174671394_+","RABGAP1L","ENSG00000152061"
"chr1_174668663_174721492_+","RABGAP1L","ENSG00000152061"
"chr1_174668663_174781098_+","RABGAP1L","ENSG00000152061"
"chr1_1747195_1756938_-","GNB1","ENSG00000078369"
"chr1_1747195_1770677_-","GNB1","ENSG00000078369"
"chr1_174938414_174952042_+","RABGAP1L","ENSG00000152061"
"chr1_1756836_1770677_-","GNB1","ENSG00000078369"
"chr1_175996708_176015460_-","RFWD2","ENSG00000143207"
"chr1_175996708_176085817_-","RFWD2","ENSG00000143207"
"chr1_175996708_176105683_-","RFWD2","ENSG00000143207"
"chr1_176012322_176015460_-","RFWD2","ENSG00000143207"
"chr1_176012322_176055026_-","RFWD2","ENSG00000143207"
"chr1_176012322_176105683_-","RFWD2","ENSG00000143207"
"chr1_176050288_176085817_-","RFWD2","ENSG00000143207"
"chr1_176050288_176105683_-","RFWD2","ENSG00000143207"
"chr1_176085760_176105683_-","RFWD2","ENSG00000143207"
"chr1_176085760_176118210_-","RFWD2","ENSG00000143207"
"chr1_176085760_176133027_-","RFWD2","ENSG00000143207"
"chr1_176104146_176133027_-","RFWD2","ENSG00000143207"
"chr1_176104146_176145143_-","RFWD2","ENSG00000143207"
"chr1_176104146_176153828_-","RFWD2","ENSG00000143207"
"chr1_176105624_176145143_-","RFWD2","ENSG00000143207"
"chr1_176113141_176145143_-","RFWD2","ENSG00000143207"
"chr1_176118142_176145143_-","RFWD2","ENSG00000143207"
"chr1_176118142_176153828_-","RFWD2","ENSG00000143207"
"chr1_176132005_176153828_-","RFWD2","ENSG00000143207"
"chr1_176524543_176526377_+","PAPPA2","ENSG00000116183"
"chr1_176563660_176564731_+","PAPPA2","ENSG00000116183"
"chr1_177225055_177226520_+","BRINP2","ENSG00000198797"
"chr1_177542863_177546085_-","RP1-35C21.2","ENSG00000227579"
"chr1_178252699_178269253_+","RASAL2","ENSG00000075391"
"chr1_178425835_178436556_+","RASAL2","ENSG00000075391"
"chr1_178425856_178436556_+","RASAL2","ENSG00000075391"
"chr1_178745817_178754742_+","RALGPS2","ENSG00000116191"
"chr1_179012850_179023773_+","FAM20B","ENSG00000116199"
"chr1_179033062_179033631_+","FAM20B","ENSG00000116199"
"chr1_17907048_17914974_+","ARHGEF10L","ENSG00000074964"
"chr1_179089325_179091002_-","ABL2","ENSG00000143322"
"chr1_179100446_179102509_-","ABL2","ENSG00000143322"
"chr1_17928622_17934472_+","ARHGEF10L","ENSG00000074964"
"chr1_179869261_179877808_+","TOR1AIP1","ENSG00000143337"
"chr1_179870437_179877808_+","TOR1AIP1","ENSG00000143337"
"chr1_179955304_179966310_+","CEP350","ENSG00000135837"
"chr1_179955304_179975702_+","CEP350","ENSG00000135837"
"chr1_179959642_179966310_+","CEP350","ENSG00000135837"
"chr1_179959642_179975702_+","CEP350","ENSG00000135837"
"chr1_179959642_179983640_+","CEP350","ENSG00000135837"
"chr1_179961197_179966310_+","CEP350","ENSG00000135837"
"chr1_179965688_179966310_+","CEP350","ENSG00000135837"
"chr1_179972309_179975702_+","CEP350","ENSG00000135837"
"chr1_179989084_179990144_+","CEP350","ENSG00000135837"
"chr1_180010273_180017840_+","CEP350","ENSG00000135837"
"chr1_180022105_180034407_+","CEP350","ENSG00000135837"
"chr1_180031355_180034407_+","CEP350","ENSG00000135837"
"chr1_180042921_180068120_+","CEP350","ENSG00000135837"
"chr1_180044157_180068120_+","CEP350","ENSG00000135837"
"chr1_180056713_180068120_+","CEP350","ENSG00000135837"
"chr1_180366651_180382606_-","ACBD6","ENSG00000135847"
"chr1_180366651_180399397_-","ACBD6","ENSG00000135847"
"chr1_180366651_180464660_-","ACBD6","ENSG00000135847"
"chr1_180793889_180794480_+","XPR1","ENSG00000143324"
"chr1_180953813_180962561_-","STX6","ENSG00000135823"
"chr1_180953813_180974599_-","STX6","ENSG00000135823"
"chr1_180971742_180974599_-","STX6","ENSG00000135823"
"chr1_181546902_181549912_+","CACNA1E","ENSG00000198216"
"chr1_182811680_182812569_+","DHX9","ENSG00000135829"
"chr1_183247688_183262928_-","NMNAT2","ENSG00000157064"
"chr1_184559873_184588764_+","C1orf21","ENSG00000116667"
"chr1_184663178_184718726_-","EDEM3","ENSG00000116406"
"chr1_184701971_184718726_-","EDEM3","ENSG00000116406"
"chr1_185056684_185062408_+","RNF2","ENSG00000121481"
"chr1_185171786_185191168_+","SWT1","ENSG00000116668"
"chr1_185183639_185200840_+","SWT1","ENSG00000116668"
"chr1_186310160_186313222_-","TPR","ENSG00000047410"
"chr1_186359843_186360923_+","C1orf27","ENSG00000157181"
"chr1_186375215_186388209_+","C1orf27","ENSG00000157181"
"chr1_186375215_186394429_+","C1orf27","ENSG00000157181"
"chr1_186862143_186880521_+","PLA2G4A","ENSG00000116711"
"chr1_190129798_190250880_-","BRINP3","ENSG00000162670"
"chr1_190195212_190250880_-","BRINP3","ENSG00000162670"
"chr1_190233995_190250880_-","BRINP3","ENSG00000162670"
"chr1_193038164_193046180_+","TROVE2","ENSG00000116747"
"chr1_193038164_193053828_+","TROVE2","ENSG00000116747"
"chr1_193044950_193046180_+","TROVE2","ENSG00000116747"
"chr1_193065778_193070334_-","GLRX2","ENSG00000023572"
"chr1_193104521_193107303_+","CDC73","ENSG00000134371"
"chr1_193107215_193111196_+","CDC73","ENSG00000134371"
"chr1_193110980_193121574_+","CDC73","ENSG00000134371"
"chr1_193172925_193205486_+","CDC73","ENSG00000134371"
"chr1_193181195_193205486_+","CDC73","ENSG00000134371"
"chr1_193202123_193205486_+","CDC73","ENSG00000134371"
"chr1_19519927_19523759_-","UBR4","ENSG00000127481"
"chr1_19563636_19570509_-","EMC1","ENSG00000127463"
"chr1_196342270_196438198_-","KCNT2","ENSG00000162687"
