"","Id","gene","SY5Y_exp1_D0","SY5Y_exp1_D2","SY5Y_exp1_D4","SY5Y_exp2_D0","SY5Y_exp2_D4","SY5Y_exp2_D8"
"chr17_57808782_57816308_+","chr17_57808782_57816308","VMP1",0,0.220142016060583,0.188373844188129,0.033979442233572,0.0401811543233978,0.101438917125764
"chr1_67356837_67371058_-","chr1_67356837_67371058","WDR78",0,0.0978408960269258,0,0,0.0401811543233978,0.101438917125764
"chr2_24181171_24207701_+","chr2_24181171_24207701","UBXN2A",0.101695483370022,0.0733806720201944,0.0706401915705483,0,0,0.101438917125764
"chr2_61709515_61717911_-","chr2_61709515_61717911","XPO1",0,0.146761344040389,0.0470934610470322,0.0509691633503581,0,0.101438917125764
"chr18_12999420_13030607_+","chr18_12999420_13030607","CEP192",0.0610172900220134,0.0489204480134629,0.188373844188129,0.033979442233572,0.0602717314850967,0.101438917125764
"chrX_102841577_102863601_+","chrX_102841577_102863601","TCEAL4",0,0,0,0,0,0.101438917125764
"chr10_5741488_5756170_+","chr10_5741488_5756170","FAM208B",0.101695483370022,0.0978408960269258,0,0.0509691633503581,0.0602717314850967,0.0811511337006112
"chr12_111991962_111993723_-","chr12_111991962_111993723","ATXN2",0.0610172900220134,0.195681792053852,0.0706401915705483,0.033979442233572,0.0602717314850967,0.0811511337006112
"chr13_33091994_33101669_-","chr13_33091994_33101669","N4BP2L2",0.386442836806085,0.34244313609424,0.329654227329226,0.16989721116786,0.140634040131892,0.0811511337006112
"chr15_41988273_41991357_+","chr15_41988273_41991357","MGA",0.284747353436063,0.366903360100972,0.0941869220940644,0,0,0.0811511337006112
"chr2_58449077_58459247_-","chr2_58449077_58459247","FANCL",0.162712773392036,0.122301120033657,0.0941869220940644,0,0.0602717314850967,0.0811511337006112
"chr21_30693542_30702014_+","chr21_30693542_30702014","BACH1",0.325425546784072,0.366903360100972,0.0941869220940644,0.0679588844671441,0.18081519445529,0.0811511337006112
"chr4_73950966_73958017_-","chr4_73950966_73958017","ANKRD17",0.0406781933480089,0.0978408960269258,0,0.0849486055839301,0.100452885808494,0.0811511337006112
"chr7_7826419_7841374_+","chr7_7826419_7841374","LOC729852",0.18305187006604,0,0.164827113664613,0.0679588844671441,0.0401811543233978,0.0811511337006112
"chr7_139415731_139416814_-","chr7_139415731_139416814","HIPK2",0.264408256762058,0.391363584107703,0.141280383141097,0.152907490051074,0.160724617293591,0.0811511337006112
"chr8_37623044_37623873_+","chr8_37623044_37623873","PROSC",0.569494706872125,0.611505600168286,0.494481340993838,0.152907490051074,0.160724617293591,0.0811511337006112
"chr9_33971649_33973235_-","chr9_33971649_33973235","UBAP2",0.325425546784072,0.293522688080777,0.188373844188129,0.0849486055839301,0,0.0811511337006112
"chrX_77270159_77275895_+","chrX_77270159_77275895","ATP7A",0,0,0.117733652617581,0,0.0803623086467956,0.0811511337006112
"chr1_65830318_65831879_+","chr1_65830318_65831879","DNAJC6",0.203390966740045,0.293522688080777,0.164827113664613,0.118928047817502,0.0803623086467956,0.0811511337006112
"chr1_21097423_21100103_-","chr1_21097423_21100103","HP1BP3",0.0406781933480089,0,0,0,0,0.0811511337006112
"chr5_78734833_78752841_-","chr5_78734833_78752841","HOMER1",0.18305187006604,0,0.0941869220940644,0,0.0401811543233978,0.0811511337006112
"chr10_116879949_116889297_+","chr10_116879949_116889297","ATRNL1",0.406781933480089,0.513664704141361,0.306107496805709,0.25484581675179,0.160724617293591,0.0811511337006112
"chr11_70265852_70265962_+","chr11_70265852_70265962","CTTN",0.0610172900220134,0.0978408960269258,0,0.0509691633503581,0.0401811543233978,0.0811511337006112
"chr14_89178615_89181539_-","chr14_89178615_89181539","EML5",0.142373676718031,0.220142016060583,0.0706401915705483,0.135917768934288,0,0.0811511337006112
"chr14_89220856_89221015_-","chr14_89220856_89221015","EML5",0.0813563866960179,0.0978408960269258,0.117733652617581,0,0.120543462970193,0.0811511337006112
"chr6_69723930_69785930_+","chr6_69723930_69785930","BAI3",0,0,0,0,0,0.0811511337006112
"chr9_86293356_86301070_-","chr9_86293356_86301070","UBQLN1",0.0813563866960179,0,0.0470934610470322,0.0509691633503581,0.0602717314850967,0.0811511337006112
"chr9_87356807_87367000_+","chr9_87356807_87367000","NTRK2",0,0.122301120033657,0.0706401915705483,0,0.0602717314850967,0.0811511337006112
"chr11_65272658_65272846_+","chr11_65272658_65272846","MALAT1",0,0,0,0,0,0.0811511337006112
"chr16_69404386_69406258_-","chr16_69404386_69406258","TERF2",0.142373676718031,0.17122156804712,0.0941869220940644,0,0,0.0811511337006112
"chr17_4850076_4851635_-","chr17_4850076_4851635","PFN1",0.122034580044027,0.195681792053852,0.0470934610470322,0,0,0.0811511337006112
"chr3_25654025_25654148_-","chr3_25654025_25654148","TOP2B",0,0.0978408960269258,0.141280383141097,0.033979442233572,0,0.0811511337006112
"chr6_158733083_158735300_+","chr6_158733083_158735300","TCONS_00011401",0.203390966740045,0.317982912087509,0.259014035758677,0.186886932284646,0.200905771616989,0.0811511337006112
"chr6_73005640_73043538_+","chr6_73005640_73043538","RIMS1",0.101695483370022,0.195681792053852,0.141280383141097,0,0.0602717314850967,0.0811511337006112
"chr7_24663282_24708279_+","chr7_24663282_24708279","MPP6",0.264408256762058,0.122301120033657,0.141280383141097,0.186886932284646,0.100452885808494,0.0811511337006112
"chr7_69647096_69647214_-","chr7_69647096_69647214","AUTS2",0,0,0,0,0.0401811543233978,0.0811511337006112
"chr9_88190230_88248289_-","chr9_88190230_88248289","AGTPBP1",0.0406781933480089,0.0978408960269258,0,0.033979442233572,0,0.0811511337006112
"chrX_73071866_73072109_+","chrX_73071866_73072109","TCONS_00017433",0,0,0,0,0,0.0811511337006112
"chrX_73071958_73072109_+","chrX_73071958_73072109","TCONS_00017433",0,0.0489204480134629,0,0.0509691633503581,0.0401811543233978,0.0811511337006112
"chr1_1158624_1159348_-","chr1_1158624_1159348","SDF4",0.0813563866960179,0.122301120033657,0.0706401915705483,0.0679588844671441,0.0803623086467956,0.0608633502754584
"chr1_243708812_243736350_-","chr1_243708812_243736350","AKT3",0,0,0,0.033979442233572,0,0.0608633502754584
"chr12_70193989_70195501_+","chr12_70193989_70195501","RAB3IP",0.0610172900220134,0.122301120033657,0.117733652617581,0.0509691633503581,0.0803623086467956,0.0608633502754584
"chr15_56680670_56687032_+","chr15_56680670_56687032","TEX9",0,0,0.0941869220940644,0,0.0401811543233978,0.0608633502754584
"chr15_59204762_59209198_-","chr15_59204762_59209198","SLTM",0.203390966740045,0.146761344040389,0.0941869220940644,0.033979442233572,0,0.0608633502754584
"chr15_83819967_83832827_-","chr15_83819967_83832827","HDGFRP3",0.101695483370022,0.146761344040389,0.0470934610470322,0.0509691633503581,0.0401811543233978,0.0608633502754584
"chr17_65941525_65944422_+","chr17_65941525_65944422","BPTF",0.0610172900220134,0.0489204480134629,0.0706401915705483,0.0509691633503581,0,0.0608633502754584
"chr18_8718422_8720494_+","chr18_8718422_8720494","SOGA2",0.101695483370022,0.0733806720201944,0,0,0.0401811543233978,0.0608633502754584
"chr18_33606863_33613800_-","chr18_33606863_33613800","RPRD1A",0.18305187006604,0,0.188373844188129,0.0849486055839301,0.140634040131892,0.0608633502754584
"chr19_5604594_5604947_-","chr19_5604594_5604947","SAFB2",0.0610172900220134,0.0733806720201944,0,0.0509691633503581,0,0.0608633502754584
"chr19_30476130_30477324_+","chr19_30476130_30477324","URI1",0.447460126828098,0.269062464074046,0.188373844188129,0.101938326700716,0,0.0608633502754584
"chr2_45925080_45928663_+","chr2_45925080_45928663","PRKCE",0.0406781933480089,0,0,0,0,0.0608633502754584
"chr2_99786013_99787892_-","chr2_99786013_99787892","MITD1",0.0813563866960179,0.0733806720201944,0,0.033979442233572,0,0.0608633502754584
"chr2_148730308_148733544_-","chr2_148730308_148733544","ORC4",0.0813563866960179,0.391363584107703,0.164827113664613,0.033979442233572,0,0.0608633502754584
"chr3_27490142_27493989_-","chr3_27490142_27493989","SLC4A7",0.0406781933480089,0.0978408960269258,0.117733652617581,0,0.0401811543233978,0.0608633502754584
"chr3_157839892_157841780_+","chr3_157839892_157841780","RSRC1",0.305086450110067,0.317982912087509,0.164827113664613,0.186886932284646,0.18081519445529,0.0608633502754584
"chr3_169854207_169867032_-","chr3_169854207_169867032","PHC3",0.122034580044027,0.195681792053852,0.0706401915705483,0.033979442233572,0.140634040131892,0.0608633502754584
"chr4_52729603_52744020_+","chr4_52729603_52744020","DCUN1D4",0.244069160088054,0.244602240067315,0,0.0509691633503581,0,0.0608633502754584
"chr4_129913322_129925031_-","chr4_129913322_129925031","SCLT1",0.427121030154094,0.391363584107703,0.259014035758677,0.101938326700716,0.140634040131892,0.0608633502754584
"chr4_153332455_153333681_-","chr4_153332455_153333681","FBXW7",0.264408256762058,0.391363584107703,0.235467305235161,0.135917768934288,0.160724617293591,0.0608633502754584
"chr5_138699448_138700432_+","chr5_138699448_138700432","PAIP2",0.0610172900220134,0.146761344040389,0.141280383141097,0,0.0602717314850967,0.0608633502754584
"chr7_128655033_128658211_-","chr7_128655033_128658211","TNPO3",0.508477416850112,0.831647616228869,0.400294418899774,0.0849486055839301,0.0602717314850967,0.0608633502754584
"chr7_155457869_155473602_+","chr7_155457869_155473602","RBM33",0.142373676718031,0.122301120033657,0.188373844188129,0.101938326700716,0.18081519445529,0.0608633502754584
"chr9_138773479_138774924_-","chr9_138773479_138774924","CAMSAP1",0.935598447004206,0.489204480134629,0.282560766282193,0.220866374518218,0.120543462970193,0.0608633502754584
"chr6_16586011_16658132_-","chr6_16586011_16658132","ATXN1",0,0,0,0,0,0.0608633502754584
"chr8_141874411_141900868_-","chr8_141874411_141900868","PTK2",0.162712773392036,0.17122156804712,0.0941869220940644,0.0509691633503581,0.0602717314850967,0.0608633502754584
"chr14_102661275_102676199_+","chr14_102661275_102676199","WDR20",0.0813563866960179,0.122301120033657,0,0.0849486055839301,0.0401811543233978,0.0608633502754584
"chr10_49609655_49618211_+","chr10_49609655_49618211","MAPK8",0.101695483370022,0.195681792053852,0.117733652617581,0.033979442233572,0.0401811543233978,0.0608633502754584
"chr7_33185854_33217203_+","chr7_33185854_33217203","BBS9",0.0813563866960179,0.0489204480134629,0.0706401915705483,0.0849486055839301,0.0401811543233978,0.0608633502754584
"chr8_141856359_141900868_-","chr8_141856359_141900868","PTK2",0.162712773392036,0.0978408960269258,0,0.0679588844671441,0.0401811543233978,0.0608633502754584
"chr13_26974590_26975761_+","chr13_26974590_26975761","CDK8",0.101695483370022,0.0978408960269258,0,0,0,0.0608633502754584
"chr5_170610199_170632616_+","chr5_170610199_170632616","RANBP17",0,0.0733806720201944,0,0.033979442233572,0,0.0608633502754584
"chr9_128677965_128697886_+","chr9_128677965_128697886","PBX3",0.101695483370022,0,0,0,0,0.0608633502754584
"chr8_18656805_18662408_-","chr8_18656805_18662408","PSD3",0.284747353436063,0.0978408960269258,0.0941869220940644,0.0849486055839301,0,0.0608633502754584
"chr1_92798948_92811471_+","chr1_92798948_92811471","RPAP2",0,0.0978408960269258,0,0,0,0.0608633502754584
"chr3_138289160_138291774_-","chr3_138289160_138291774","CEP70",0.0406781933480089,0.195681792053852,0.0941869220940644,0,0.0602717314850967,0.0608633502754584
"chr16_4382216_4383520_+","chr16_4382216_4383520","GLIS2",0,0.122301120033657,0.0470934610470322,0,0,0.0608633502754584
"chr14_104245082_104263855_-","chr14_104245082_104263855","PPP1R13B",0.0813563866960179,0.122301120033657,0.0706401915705483,0,0,0.0608633502754584
"chr2_24181171_24199945_+","chr2_24181171_24199945","UBXN2A",0,0,0.0706401915705483,0,0,0.0608633502754584
"chr21_38792601_38802702_+","chr21_38792601_38802702","DYRK1A",0.101695483370022,0.17122156804712,0.0470934610470322,0,0,0.0608633502754584
"chr20_2944918_2945848_+","chr20_2944918_2945848","PTPRA",0.101695483370022,0.122301120033657,0.0470934610470322,0.033979442233572,0,0.0608633502754584
"chr7_101870647_101870949_+","chr7_101870647_101870949","CUX1",0.0813563866960179,0.0978408960269258,0.0941869220940644,0.033979442233572,0.0401811543233978,0.0608633502754584
"chr4_151388825_151412187_-","chr4_151388825_151412187","LRBA",0,0,0,0,0,0.0608633502754584
"chr3_169831148_169840532_-","chr3_169831148_169840532","PHC3",0.0406781933480089,0.0489204480134629,0,0,0,0.0608633502754584
"chr9_88211277_88248289_-","chr9_88211277_88248289","AGTPBP1",0.0610172900220134,0.0489204480134629,0.0706401915705483,0.033979442233572,0.0602717314850967,0.0608633502754584
"chrX_44383248_44386611_-","chrX_44383248_44386611","FUNDC1",0.101695483370022,0.122301120033657,0.141280383141097,0.101938326700716,0.0803623086467956,0.0608633502754584
"chr22_24698163_24709434_+","chr22_24698163_24709434","SPECC1L",0,0.0733806720201944,0,0,0,0.0608633502754584
"chr11_76174865_76183884_+","chr11_76174865_76183884","C11orf30",0,0,0,0,0,0.0608633502754584
"chr5_92889467_92899169_-","chr5_92889467_92899169","FLJ42709",0,0,0,0,0,0.0608633502754584
"chr2_135075100_135076310_+","chr2_135075100_135076310","MGAT5",0.0813563866960179,0.0489204480134629,0.0941869220940644,0,0.0401811543233978,0.0608633502754584
"chr2_120885264_120932580_+","chr2_120885264_120932580","EPB41L5",0.244069160088054,0.269062464074046,0.164827113664613,0.0849486055839301,0,0.0608633502754584
"chr8_90734243_90737869_-","chr8_90734243_90737869","RP11-37B2.1",0.0610172900220134,0.122301120033657,0.0470934610470322,0,0.0401811543233978,0.0608633502754584
"chr20_34317234_34320057_-","chr20_34317234_34320057","RBM39",0.0610172900220134,0.0733806720201944,0,0.0509691633503581,0,0.0608633502754584
"chr1_33760538_33760906_+","chr1_33760538_33760906","ZNF362",0.122034580044027,0.269062464074046,0.141280383141097,0.0509691633503581,0.0401811543233978,0.0608633502754584
"chr6_108225833_108246136_-","chr6_108225833_108246136","SEC63",0,0.0733806720201944,0,0,0,0.0608633502754584
"chr1_35824526_35827390_+","chr1_35824526_35827390","ZMYM4",0.162712773392036,0.220142016060583,0.117733652617581,0.0679588844671441,0,0.0608633502754584
"chr10_103557737_103573363_-","chr10_103557737_103573363","MGEA5",0,0,0,0,0,0.0608633502754584
"chr11_8457041_8486369_-","chr11_8457041_8486369","STK33",0,0.195681792053852,0,0,0.0803623086467956,0.0608633502754584
"chr14_89192885_89212627_-","chr14_89192885_89212627","EML5",0.345764643458076,0.269062464074046,0.141280383141097,0.101938326700716,0.120543462970193,0.0608633502754584
"chr15_93540187_93545547_+","chr15_93540187_93545547","CHD2",0.0406781933480089,0.0489204480134629,0,0,0,0.0608633502754584
"chr17_71231615_71233134_+","chr17_71231615_71233134","C17orf80",0.0610172900220134,0.0733806720201944,0,0,0,0.0608633502754584
"chr18_9195549_9221997_+","chr18_9195549_9221997","ANKRD12",0.0813563866960179,0,0,0.033979442233572,0.0401811543233978,0.0608633502754584
"chr2_55252222_55255356_-","chr2_55252222_55255356","RTN4",0.162712773392036,0.0978408960269258,0.141280383141097,0.0679588844671441,0,0.0608633502754584
"chr4_77055328_77065626_-","chr4_77055328_77065626","NUP54",0.223730063414049,0.17122156804712,0.117733652617581,0.033979442233572,0.200905771616989,0.0608633502754584
"chr4_148778704_148803083_+","chr4_148778704_148803083","ARHGAP10",0,0,0,0.0509691633503581,0,0.0608633502754584
"chr4_184922478_184932576_+","chr4_184922478_184932576","STOX2",0.0813563866960179,0.0489204480134629,0,0,0,0.0608633502754584
"chr5_80911292_80946158_-","chr5_80911292_80946158","SSBP2",0.0813563866960179,0.0978408960269258,0,0,0.0401811543233978,0.0608633502754584
"chr6_18236683_18258636_-","chr6_18236683_18258636","DEK",0.101695483370022,0.0978408960269258,0.0470934610470322,0.118928047817502,0.140634040131892,0.0608633502754584
"chr9_17330630_17342442_+","chr9_17330630_17342442","CNTLN",0,0.0978408960269258,0.117733652617581,0,0,0.0608633502754584
"chr9_88200378_88248289_-","chr9_88200378_88248289","AGTPBP1",0,0.0733806720201944,0.117733652617581,0,0.0602717314850967,0.0608633502754584
"chr9_138741983_138758382_-","chr9_138741983_138758382","CAMSAP1",0.0813563866960179,0.146761344040389,0.0706401915705483,0.033979442233572,0,0.0608633502754584
"chr10_27311487_27337908_-","chr10_27311487_27337908","ANKRD26",0,0.0489204480134629,0,0,0.0401811543233978,0.0608633502754584
"chr11_65267237_65267452_-","chr11_65267237_65267452","TCONS_00019666",0,0,0,0,0.0803623086467956,0.0608633502754584
"chr11_65267248_65267359_+","chr11_65267248_65267359","MALAT1",0,0,0,0,0,0.0608633502754584
"chr11_65267679_65267795_+","chr11_65267679_65267795","MALAT1",0,0,0,0,0.120543462970193,0.0608633502754584
"chr11_65273169_65273273_-","chr11_65273169_65273273","TCONS_00019666",0,0,0,0,0.0803623086467956,0.0608633502754584
"chr13_103045074_103045203_-","chr13_103045074_103045203","FGF14",0,0,0,0.0509691633503581,0,0.0608633502754584
"chr14_20811383_20811529_-","chr14_20811383_20811529","RPPH1",0.0406781933480089,0.0978408960269258,0.211920574711645,0.033979442233572,0.140634040131892,0.0608633502754584
"chr14_50292585_50298079_-","chr14_50292585_50298079","NEMF",0,0,0,0,0,0.0608633502754584
"chr15_74892842_74893754_+","chr15_74892842_74893754","CLK3",0,0,0,0,0,0.0608633502754584
"chr15_90814793_90814915_-","chr15_90814793_90814915","RP11-697E2.6",0,0,0,0,0,0.0608633502754584
"chr1_19595066_19630880_-","chr1_19595066_19630880","AKR7L",0,0,0,0,0,0.0608633502754584
"chr1_247319708_247323115_-","chr1_247319708_247323115","ZNF124",0.58983380354613,0.611505600168286,0.282560766282193,0.220866374518218,0.0803623086467956,0.0608633502754584
"chr1_52975268_52992045_-","chr1_52975268_52992045","ZCCHC11",0,0,0,0,0,0.0608633502754584
"chr20_42089556_42089678_+","chr20_42089556_42089678","SRSF6",0,0,0,0,0,0.0608633502754584
"chr20_47988878_47991529_-","chr20_47988878_47991529","KCNB1",0,0,0,0,0,0.0608633502754584
"chr2_44021596_44032385_+","chr2_44021596_44032385","DYNC2LI1",0,0.0489204480134629,0,0,0,0.0608633502754584
"chr7_30590252_30614497_-","chr7_30590252_30614497","AC005154.6",0,0,0,0,0,0.0608633502754584
"chr7_8196746_8275635_-","chr7_8196746_8275635","ICA1",0,0,0,0,0,0.0608633502754584
"chr8_71126138_71128999_-","chr8_71126138_71128999","NCOA2",0.162712773392036,0.17122156804712,0.164827113664613,0,0.0602717314850967,0.0608633502754584
"chr9_15474015_15474140_-","chr9_15474015_15474140","PSIP1",0,0,0,0.033979442233572,0,0.0608633502754584
"chr9_33264274_33264399_-","chr9_33264274_33264399","BAG1",0,0,0.0470934610470322,0,0,0.0608633502754584
"chr9_87317074_87325706_+","chr9_87317074_87325706","NTRK2",0,0.0489204480134629,0.141280383141097,0,0,0.0608633502754584
"chrX_21534603_21581570_+","chrX_21534603_21581570","CNKSR2",0,0,0,0,0,0.0608633502754584
"chrX_73072006_73072109_+","chrX_73072006_73072109","TCONS_00017433",0,0,0,0.101938326700716,0.0401811543233978,0.0608633502754584
"chr1_9991949_9994918_-","chr1_9991949_9994918","LZIC",0.305086450110067,0.293522688080777,0.211920574711645,0.101938326700716,0,0.0405755668503056
"chr1_21083659_21100103_-","chr1_21083659_21100103","HP1BP3",0.0813563866960179,0.146761344040389,0.0470934610470322,0,0.0602717314850967,0.0405755668503056
"chr1_41536267_41541123_-","chr1_41536267_41541123","SCMH1",0.142373676718031,0.146761344040389,0.141280383141097,0.0509691633503581,0.0401811543233978,0.0405755668503056
