"id","symbol","ensembl"
"chr1_172356273_172357949_-","",""
"chr1_172520652_172526934_-","",""
"chr1_172520652_172539870_+","SUCO",""
"chr1_172520652_172548407_-","",""
"chr1_172520652_172560211_+","SUCO",""
"chr1_172525009_172539870_-","",""
"chr1_173486676_173556969_-","SLC9C2",""
"chr1_173593926_173596298_+","",""
"chr1_173915614_173933325_-","RC3H1",""
"chr1_173930215_173933325_-","RC3H1",""
"chr1_175996708_176085817_-","RFWD2",""
"chr1_176104146_176133027_+","",""
"chr1_176118142_176133027_+","",""
"chr1_176524543_176526377_+","PAPPA2",""
"chr1_178425856_178436556_-","",""
"chr1_179304641_179310445_+","SOAT1",""
"chr1_179304641_179312770_+","SOAT1",""
"chr1_179304641_179319566_-","",""
"chr1_179306972_179312078_+","SOAT1",""
"chr1_179347772_179364337_+","AXDND1",""
"chr1_179955304_179966310_-","",""
"chr1_179955304_179972422_+","CEP350",""
"chr1_179955304_179975702_-","RP11-52I18.1",""
"chr1_179955304_179993717_+","CEP350",""
"chr1_179972309_179993717_+","CEP350",""
"chr1_179972309_180013308_-","",""
"chr1_179989084_180000629_+","CEP350",""
"chr1_179989084_180006224_-","",""
"chr1_180022105_180034407_-","",""
"chr1_180044157_180068120_-","",""
"chr1_180056713_180068120_+","CEP350",""
"chr1_180366651_180464660_+","VDAC1P4",""
"chr1_183506280_183519058_+","SMG7",""
"chr1_183881216_183885835_+","RGL1",""
"chr1_183920141_183947654_-","GLT25D2",""
"chr1_184663178_184718726_-","EDEM3",""
"chr1_185106738_185121067_+","",""
"chr1_185151078_185200840_+","SWT1",""
"chr1_185153375_185183787_+","SWT1",""
"chr1_185183639_185200840_+","SWT1",""
"chr1_185268508_185270317_-","IVNS1ABP",""
"chr1_186294935_186295345_-","TPR",""
"chr1_186294935_186300679_-","TPR",""
"chr1_186310160_186316590_-","TPR",""
"chr1_186313507_186322982_-","TPR",""
"chr1_192989437_192998787_+","",""
"chr1_193110980_193121574_-","",""
"chr1_19519927_19523759_-","UBR4",""
"chr1_196342270_196448368_+","",""
"chr1_197141290_197161029_-","ZBTB41",""
"chr1_200729967_200784772_+","CAMSAP2",""
"chr1_200816768_200819362_+","CAMSAP2",""
"chr1_201821232_201828122_+","IPO9",""
"chr1_203676137_203677232_-","",""
"chr1_203680005_203691817_-","",""
"chr1_203786054_203809502_+","ZC3H11A",""
"chr1_205567583_205593019_+","MFSD4",""
"chr1_205585606_205589966_+","",""
"chr1_205585606_205593019_-","ELK4",""
"chr1_205585606_205597002_-","ELK4",""
"chr1_205588085_205589966_+","",""
"chr1_207930359_207940540_-","",""
"chr1_210186978_210194599_+","SYT14",""
"chr1_21071237_21103243_-","HP1BP3",""
"chr1_21076216_21100103_+","",""
"chr1_21083659_21100103_-","HP1BP3",""
"chr1_21083659_21103243_-","HP1BP3",""
"chr1_21083659_21106404_-","HP1BP3",""
"chr1_21091870_21100103_-","HP1BP3",""
"chr1_21091870_21103243_-","HP1BP3",""
"chr1_21097423_21100103_+","",""
"chr1_211032752_211034536_-","IPO8P1",""
"chr1_21151593_21191755_-","EIF4G3",""
"chr1_21167349_21177971_-","EIF4G3",""
"chr1_21167349_21191755_+","U7",""
"chr1_21205816_21268823_-","EIF4G3",""
"chr1_21220010_21268823_+","",""
"chr1_21220010_21377487_+","",""
"chr1_21231376_21268823_+","",""
"chr1_21267752_21268823_-","EIF4G3",""
"chr1_21267984_21268823_-","EIF4G3",""
"chr1_21267984_21276604_-","EIF4G3",""
"chr1_21267984_21307720_-","EIF4G3",""
"chr1_21276496_21377487_+","",""
"chr1_21295967_21307720_-","EIF4G3",""
"chr1_21295967_21329301_+","",""
"chr1_21295967_21377487_+","",""
"chr1_21295967_21415706_+","",""
"chr1_213037067_213046160_+","FLVCR1",""
"chr1_213037067_213061936_+","FLVCR1",""
"chr1_213037067_213062599_+","FLVCR1",""
"chr1_21324094_21329301_-","EIF4G3",""
"chr1_213403840_213416001_+","RPS6KC1",""
"chr1_214169812_214185058_+","PROX1",""
"chr1_214819540_214820085_-","",""
"chr1_215342542_215345526_+","KCNK2",""
"chr1_215342542_215368435_-","",""
"chr1_219366424_219392054_-","RIMKLBP2",""
"chr1_22007301_22050588_+","",""
"chr1_22041882_22050588_+","",""
"chr1_22041882_22056325_-","USP48",""
"chr1_22041882_22063118_-","USP48",""
"chr1_22041882_22084276_-","USP48",""
"chr1_22047529_22056325_-","USP48",""
"chr1_220752696_220754460_-","",""
"chr1_220752696_220777479_+","MARK1",""
"chr1_220752696_220792097_-","",""
"chr1_220771673_220792097_+","MARK1",""
"chr1_222794501_222806591_-","",""
"chr1_2234417_2236024_+","SKI",""
"chr1_223985917_223986379_+","",""
"chr1_223985917_223987749_+","",""
"chr1_22404922_22417994_-","",""
"chr1_224377279_224378021_+","DEGS1",""
"chr1_224599129_224612356_-","WDR26",""
"chr1_225140372_225156576_+","DNAH14",""
"chr1_225140372_225161855_-","",""
"chr1_225140372_225195246_+","DNAH14",""
"chr1_225190485_225284941_-","",""
"chr1_225372993_225454471_-","",""
"chr1_226453234_226454033_+","",""
"chr1_226453234_226455791_+","",""
"chr1_226453234_226475498_-","LIN9",""
"chr1_227192695_227204751_-","CDC42BPA",""
"chr1_227327277_227335260_+","",""
"chr1_229306988_229308892_-","",""
"chr1_229422233_229439747_-","",""
"chr1_230798887_230810870_+","COG2",""
"chr1_231500073_231509845_+","",""
"chr1_231506308_231509845_-","EGLN1",""
"chr1_231930988_231954263_-","",""
"chr1_233296029_233344435_-","PCNXL2",""
"chr1_233296029_233363117_-","PCNXL2",""
"chr1_233296029_233372726_+","",""
"chr1_233313548_233344435_+","",""
"chr1_233313548_233372726_-","PCNXL2",""
"chr1_233334685_233388534_-","PCNXL2",""
"chr1_233386485_233398909_+","",""
"chr1_23356962_23366927_-","",""
"chr1_23356962_23377013_-","",""
"chr1_23381562_23395644_-","MIR4419A",""
"chr1_234740430_234740753_-","IRF2BP2",""
"chr1_235338499_235384977_+","",""
"chr1_235357328_235377341_-","ARID4B",""
"chr1_235377084_235384977_-","ARID4B",""
"chr1_235377084_235388090_-","ARID4B",""
"chr1_235377084_235397807_+","",""
"chr1_235377084_235403766_-","ARID4B",""
"chr1_235600637_235606226_+","TBCE",""
"chr1_235840391_235860572_-","LYST",""
"chr1_235969043_235976361_-","LYST",""
"chr1_236332006_236343328_+","GPR137B",""
"chr1_236332006_236347206_-","",""
"chr1_236332006_236368550_+","GPR137B",""
"chr1_23688599_23688935_-","ZNF436",""
"chr1_236987419_237026854_+","MTR",""
"chr1_24019109_24020403_-","",""
"chr1_24020381_24022398_+","RPL11",""
"chr1_240341221_240374535_+","FMN2",""
"chr1_240351507_240374535_+","FMN2",""
"chr1_240351507_240458183_-","",""
"chr1_240370099_240374535_+","FMN2",""
"chr1_240370099_240421332_+","FMN2",""
"chr1_240370099_240458183_+","FMN2",""
"chr1_240370099_240458208_+","FMN2",""
"chr1_240370099_240494049_+","FMN2",""
"chr1_240370099_240497529_+","FMN2",""
"chr1_243327586_243354796_-","CEP170",""
"chr1_243480057_243507633_+","SDCCAG8",""
"chr1_243480057_243589860_-","",""
"chr1_243504341_243589860_-","",""
"chr1_243542023_243589860_-","",""
"chr1_243579004_243589860_-","",""
"chr1_243675626_244006584_+","RP11-269F20.1",""
"chr1_243708812_243736350_-","AKT3",""
"chr1_243716031_244006584_+","",""
"chr1_243727022_243859018_+","",""
"chr1_243727022_244006584_+","",""
"chr1_243736228_243898418_+","",""
"chr1_243778398_243859018_+","",""
"chr1_243800913_243859018_+","",""
"chr1_244715624_244724447_+","C1orf101",""
"chr1_244723970_244736074_-","",""
"chr1_245020109_245022676_-","HNRNPU",""
"chr1_246703992_246714604_+","",""
"chr1_246704240_246714604_+","",""
"chr1_246704240_246720836_-","TFB2M",""
"chr1_247013568_247013900_+","",""
"chr1_247016393_247051819_-","AHCTF1",""
"chr1_247027226_247031113_-","AHCTF1",""
"chr1_247039339_247051819_+","",""
"chr1_247318868_247323115_-","ZNF124",""
"chr1_247319708_247323115_-","ZNF124",""
"chr1_27056142_27059283_-","",""
"chr1_27739066_27745589_-","WASF2",""
"chr1_28337458_28343750_-","EYA3",""
"chr1_28354300_28374937_+","",""
"chr1_28362055_28374937_+","",""
"chr1_28362055_28384605_+","",""
"chr1_28785596_28793279_+","PHACTR4",""
"chr1_28785596_28807116_+","PHACTR4",""
"chr1_28800066_28800663_-","",""
"chr1_28800066_28802803_+","PHACTR4",""
"chr1_28800066_28807116_-","",""
"chr1_28887145_28887910_+","TRNAU1AP",""
"chr1_29319842_29344954_-","",""
"chr1_29319842_29365938_-","",""
"chr1_29362338_29391670_-","",""
"chr1_31465237_31468067_-","PUM1",""
"chr1_31465237_31479949_-","PUM1",""
"chr1_32381492_32385259_-","PTP4A2",""
"chr1_32381496_32385259_+","",""
"chr1_32495899_32498935_-","",""
"chr1_32495899_32510991_+","KHDRBS1",""
"chr1_33413823_33415375_+","",""
"chr1_35824526_35827390_-","ZMYM4-AS1",""
"chr1_35824526_35836228_+","ZMYM4",""
"chr1_35846860_35854683_+","ZMYM4",""
"chr1_35846860_35855699_-","",""
"chr1_35857813_35865177_+","ZMYM4",""
"chr1_35879573_35881315_+","ZMYM4",""
"chr1_35936464_35944813_-","KIAA0319L",""
"chr1_35940406_35944813_-","KIAA0319L",""
"chr1_36432556_36439112_+","EIF2C3",""
"chr1_3747610_3765345_-","CEP104",""
"chr1_39775242_39784287_-","",""
"chr1_39903449_39945681_+","MACF1",""
"chr1_39913104_39914435_-","",""
"chr1_40306807_40323089_+","",""
"chr1_40654727_40668286_-","",""
"chr1_41512079_41536393_+","",""
"chr1_41512079_41541123_-","SCMH1",""
"chr1_41536267_41541123_-","SCMH1",""
"chr1_42421035_42421275_+","",""
"chr1_42654408_42671534_+","",""
"chr1_42654408_42693637_+","",""
"chr1_42654408_42744343_-","FOXJ3",""
"chr1_42654408_42744455_-","FOXJ3",""
"chr1_42693554_42744343_-","FOXJ3",""
"chr1_42693554_42776781_-","FOXJ3",""
"chr1_42730786_42744343_-","FOXJ3",""
"chr1_42730786_42744455_-","FOXJ3",""
"chr1_42730786_42776781_-","FOXJ3",""
"chr1_42730786_42789498_-","FOXJ3",""
"chr1_42948334_42964587_-","",""
"chr1_43031967_43055154_-","",""
"chr1_43031967_43076761_-","",""
"chr1_43031967_43111988_-","",""
"chr1_43162414_43162933_-","",""
"chr1_43162453_43162903_+","YBX1",""
"chr1_44877653_44878394_-","",""
"chr1_45553553_45553909_-","ZSWIM5",""
"chr1_45553553_45556019_+","",""
"chr1_46070631_46073021_-","",""
"chr1_46124700_46126897_-","GPBP1L1",""
"chr1_46509326_46546422_+","RP4-533D7.4",""
"chr1_46511590_46531851_+","RP4-533D7.4",""
"chr1_46521467_46532763_+","",""
"chr1_46521467_46543285_+","",""
"chr1_46521467_46546422_-","PIK3R3",""
"chr1_46527601_46543285_-","PIK3R3",""
"chr1_46527601_46546422_-","PIK3R3",""
"chr1_46531815_46543278_+","",""
"chr1_47745913_47748131_-","STIL",""
"chr1_48860939_48869554_+","",""
"chr1_48860939_48878823_-","SPATA6",""
"chr1_51868107_51874004_-","EPS15",""
"chr1_52215817_52231653_+","OSBPL9",""
"chr1_52246836_52255545_+","OSBPL9",""
"chr1_52256572_52256818_-","NRD1",""
"chr1_52279707_52299842_-","NRD1",""
"chr1_52896685_52901137_-","ZCCHC11",""
"chr1_52947095_52975384_-","ZCCHC11",""
"chr1_52959283_52975384_-","ZCCHC11",""
"chr1_52975268_52992045_+","",""
"chr1_52981563_52992045_-","ZCCHC11",""
"chr1_53236692_53262456_-","RP11-159C21.4",""
"chr1_54266366_54284752_-","TMEM48",""
"chr1_54266366_54298264_-","TMEM48",""
"chr1_55537487_55551711_+","",""
"chr1_55589120_55600086_-","USP24",""
"chr1_564657_564717_+","MTND1P23",""
"chr1_569356_569475_+","RP5-857K21.10",""
"chr1_569379_569845_-","",""
"chr1_57216717_57254807_+","",""
"chr1_57252848_57258476_+","",""
"chr1_5964677_6022009_-","NPHP4",""
"chr1_61743192_61849037_+","NFIA",""
"chr1_61743192_61872399_-","",""
"chr1_61848909_61872399_-","",""
"chr1_61869776_61892228_+","NFIA",""
"chr1_62908830_62914337_-","",""
"chr1_62910409_62913182_-","",""
"chr1_62910409_62914337_-","",""
"chr1_62939653_62943505_+","",""
"chr1_62970301_62979569_-","DOCK7",""
"chr1_63021496_63085664_-","DOCK7",""
"chr1_63042933_63052295_-","DOCK7",""
"chr1_63269390_63286880_+","ATG4C",""
"chr1_63919589_63955889_-","ITGB3BP",""
"chr1_65047839_65099943_+","CACHD1",""
"chr1_65047839_65107652_-","",""
"chr1_65068489_65107652_+","CACHD1",""
"chr1_65095038_65107652_+","CACHD1",""
"chr1_65095038_65113717_-","",""
"chr1_65131740_65141666_+","CACHD1",""
"chr1_65830318_65831879_+","DNAJC6",""
"chr1_65830318_65860715_-","",""
"chr1_67098753_67109402_+","SGIP1",""
"chr1_67108493_67155999_-","AL139147.1",""
"chr1_67108493_67161176_-","AL139147.1",""
"chr1_67142687_67155999_+","SGIP1",""
"chr1_67142687_67199563_+","SGIP1",""
"chr1_67288044_67371058_-","WDR78",""
"chr1_67303393_67371058_-","WDR78",""
"chr1_67306152_67371058_-","WDR78",""
"chr1_67337053_67371058_+","",""
"chr1_67356837_67371058_-","WDR78",""
"chr1_67405711_67428843_+","MIER1",""
"chr1_67411833_67425426_+","MIER1",""
"chr1_6867043_6885270_+","CAMTA1",""
"chr1_70144064_70303966_+","LRRC7",""
"chr1_70225874_70257843_+","LRRC7",""
"chr1_70509637_70555502_+","LRRC7",""
"chr1_70509637_70573509_-","",""
"chr1_70541760_70587553_+","LRRC7",""
"chr1_70758071_70781249_-","ANKRD13C",""
"chr1_71530652_71538231_+","ZRANB2-AS1",""
"chr1_78097520_78107340_-","ZZZ3",""
"chr1_78097535_78107340_-","ZZZ3",""
"chr1_78183552_78191447_+","",""
"chr1_78248923_78309092_-","RP11-181C21.4",""
"chr1_78267016_78280916_+","FAM73A",""
"chr1_78267016_78309092_+","FAM73A",""
"chr1_7895822_7897209_-","",""
"chr1_82408653_82421744_-","",""
"chr1_82431742_82451039_-","",""
"chr1_84356004_84377046_-","TTLL7",""
"chr1_84376848_84412965_-","TTLL7",""
"chr1_84383287_84408362_+","",""
"chr1_84644860_84668488_-","",""
"chr1_84644860_84680000_+","PRKACB",""
"chr1_85121515_85136991_+","",""
"chr1_8601273_8617582_-","RERE",""
"chr1_8601273_8674745_-","RERE",""
"chr1_8601273_8716500_+","",""
"chr1_8616534_8716500_-","RERE",""
"chr1_86578250_86611866_-","COL24A1",""
"chr1_8674620_8684439_-","RERE",""
"chr1_8674620_8716500_+","",""
"chr1_8684369_8716500_-","RERE",""
"chr1_8716032_8716500_-","RERE",""
"chr1_8716032_8784723_-","RERE",""
"chr1_87181407_87200862_-","",""
"chr1_87181407_87208119_+","SH3GLB1",""
"chr1_87181407_87208918_+","SH3GLB1",""
"chr1_89206671_89251896_-","",""
"chr1_89236035_89237562_+","PKN2",""
"chr1_89236035_89251896_-","",""
"chr1_89237346_89271354_+","PKN2",""
"chr1_89401782_89435150_-","CCBL2",""
"chr1_90015474_90050348_-","RP5-1007M22.2",""
"chr1_90033806_90050348_-","RP5-1007M22.2",""
"chr1_90861002_90866684_-","",""
"chr1_91382197_91406866_-","ZNF644",""
"chr1_91382197_91447927_+","",""
"chr1_91383609_91406866_-","ZNF644",""
"chr1_91400965_91447927_-","ZNF644",""
"chr1_91403042_91406866_+","",""
"chr1_91403042_91447927_-","ZNF644",""
"chr1_91778906_91790323_-","HFM1",""
"chr1_91808987_91818856_+","",""
"chr1_91852941_91853035_+","",""
"chr1_92643368_92648152_+","KIAA1107",""
"chr1_92786156_92789932_+","RPAP2",""
"chr1_92786156_92811471_-","",""
"chr1_92786156_92846430_+","RPAP2",""
"chr1_93070864_93101893_-","EVI5",""
"chr1_93198067_93202184_+","RP11-330C7.3",""
"chr1_93687166_93730458_-","RP4-717I23.3",""
"chr1_94009664_94014983_-","",""
"chr1_94334646_94341339_-","DNTTIP2",""
"chr1_94341824_94343418_-","DNTTIP2",""
"chr1_95363414_95367328_-","CNN3",""
"chr1_97216981_97243502_-","",""
"chr1_97216981_97250810_+","PTBP2",""
"chr1_97235259_97243502_+","PTBP2",""
"chr1_97235259_97250810_+","PTBP2",""
"chr10_102675756_102685776_+","FAM178A",""
"chr10_102678141_102685776_+","FAM178A",""
"chr10_102683732_102685776_+","FAM178A",""
"chr10_102683732_102690835_+","FAM178A",""
"chr10_102683732_102698493_-","",""
"chr10_102683735_102685776_+","FAM178A",""
"chr10_102697159_102703885_+","FAM178A",""
"chr10_102697159_102710510_+","FAM178A",""
"chr10_103552596_103560157_-","MGEA5",""
"chr10_103552596_103567658_+","",""
"chr10_103552596_103570071_-","MGEA5",""
"chr10_103552596_103573363_-","MGEA5",""
"chr10_103557737_103560157_-","MGEA5",""
"chr10_103558599_103560157_-","MGEA5",""
"chr10_104445573_104465246_-","ARL3",""
"chr10_104459130_104465246_+","",""
"chr10_104636711_104650435_+","AS3MT",""
"chr10_105199503_105200607_-","",""
"chr10_105767935_105778666_+","SLK",""
"chr10_105767935_105781491_-","",""
"chr10_105891089_105924058_-","WDR96",""
"chr10_105900600_105924058_+","",""
"chr10_106118099_106166551_-","",""
"chr10_1118056_1142186_-","",""
"chr10_111883775_111890244_+","ADD3",""
"chr10_112356156_112358048_+","SMC3",""
"chr10_112640991_112647644_+","PDCD4",""
"chr10_112640991_112650428_+","PDCD4",""
"chr10_112723883_112745523_+","SHOC2",""
"chr10_11523769_11527910_+","",""
"chr10_11551594_11569566_+","",""
"chr10_115657869_115664795_+","NHLRC2",""
"chr10_115657869_115668282_+","NHLRC2",""
"chr10_116590611_116608496_+","FAM160B1",""
"chr10_116873772_116931050_-","",""
"chr10_116873772_117075246_-","",""
"chr10_116873772_117185812_-","",""
"chr10_116879949_116889297_+","ATRNL1",""
"chr10_116879949_116925405_-","",""
"chr10_116879949_116931050_-","",""
"chr10_116879949_117075246_-","",""
"chr10_116879949_117093929_+","ATRNL1",""
"chr10_116975455_117075246_-","",""
"chr10_116975455_117093929_+","ATRNL1",""
"chr10_116975455_117185812_-","",""
"chr10_117154169_117309046_+","ATRNL1",""
"chr10_117185760_117228839_+","ATRNL1",""
"chr10_117221451_117228839_+","ATRNL1",""
"chr10_117221451_117278834_+","ATRNL1",""
"chr10_117221451_117309046_+","ATRNL1",""
"chr10_11971864_11994248_-","UPF2",""
"chr10_11978544_11994248_-","UPF2",""
"chr10_12039671_12056183_-","UPF2",""
"chr10_120445495_120467099_+","",""
"chr10_120445495_120489922_-","CACUL1",""
"chr10_12056023_12077440_-","UPF2",""
"chr10_120817530_120818877_+","",""
"chr10_120832402_120833449_-","EIF3A",""
"chr10_12257739_12280484_+","CDC123",""
"chr10_123596233_123662135_-","ATE1",""
"chr10_123629521_123673408_+","",""
"chr10_123629521_123683844_+","",""
"chr10_126370176_126370948_+","",""
"chr10_126370176_126384781_+","",""
"chr10_126631026_126631876_-","",""
"chr10_129903284_129904735_+","",""
"chr10_13701323_13705509_+","",""
"chr10_14890608_14897942_-","",""
"chr10_14938845_14939516_+","SUV39H2",""
"chr10_14938845_14943261_+","SUV39H2",""
"chr10_15858834_15889942_-","FAM188A",""
"chr10_15863655_15885271_-","FAM188A",""
"chr10_15863655_15889942_-","FAM188A",""
"chr10_15875629_15889942_+","",""
"chr10_17195506_17204236_+","",""
"chr10_17199440_17210916_+","",""
"chr10_17275619_17279261_+","VIM",""
"chr10_17275626_17278364_-","RP11-124N14.3",""
"chr10_17275799_17277388_-","RP11-124N14.3",""
"chr10_17746430_17747740_+","STAM",""
"chr10_18816517_18825125_-","RP11-383B4.4",""
"chr10_20568632_20573215_-","",""
"chr10_21246660_21250708_+","",""
"chr10_22002701_22024164_-","",""
"chr10_22171211_22209892_+","AL359697.1",""
"chr10_225934_295028_-","",""
"chr10_24889575_24918979_-","ARHGAP21",""
"chr10_24896428_24924032_-","ARHGAP21",""
"chr10_24908402_24918979_-","ARHGAP21",""
"chr10_24908402_24924032_+","",""
"chr10_25144247_25147338_+","",""
"chr10_26432377_26459468_+","MYO3A",""
"chr10_27047991_27059274_-","ABI1",""
"chr10_27054147_27060018_+","",""
"chr10_27311487_27337908_-","ANKRD26",""
"chr10_27322154_27332496_+","",""
"chr10_27326115_27337908_-","ANKRD26",""
"chr10_27335282_27350171_-","ANKRD26",""
"chr10_27458873_27460012_+","MASTL",""
"chr10_27458873_27470510_+","MASTL",""
"chr10_27962889_27964483_-","MKX",""
"chr10_28872328_28884970_-","",""
"chr10_28878665_28884970_+","WAC",""
"chr10_28878665_28897360_-","",""
"chr10_28884662_28897360_+","WAC",""
"chr10_29839526_29858241_+","",""
"chr10_305925_309598_+","",""
"chr10_30602820_30625956_-","MTPAP",""
"chr10_31661947_31750166_-","",""
"chr10_31661947_31791437_+","ZEB1",""
"chr10_31749966_31791437_+","ZEB1",""
"chr10_31749966_31803636_-","",""
"chr10_31815809_31816045_-","",""
"chr10_3200232_3202522_+","",""
"chr10_3201106_3202522_-","PITRM1",""
"chr10_32132389_32150586_-","ARHGAP12",""
"chr10_32197100_32199491_-","ARHGAP12",""
"chr10_32573626_32582665_-","EPC1",""
"chr10_32740520_32751631_-","",""
"chr10_32740520_32762951_+","CCDC7",""
"chr10_32751611_32873232_-","C1DP1",""
"chr10_34558585_34673182_+","",""
"chr10_34573063_34673182_-","PARD3",""
"chr10_34620045_34649187_+","",""
"chr10_34620045_34673182_-","PARD3",""
"chr10_34648075_34673182_-","PARD3",""
"chr10_35772332_35819171_-","",""
"chr10_35805451_35819171_+","CCNY",""
"chr10_43650345_43654379_-","",""
"chr10_43650345_43662546_-","",""
"chr10_43650345_43671480_+","CSGALNACT2",""
"chr10_454866_468973_+","",""
"chr10_46135264_46159290_+","",""
"chr10_49609655_49618211_+","MAPK8",""
"chr10_51262049_51361910_+","RP11-592B15.6",""
"chr10_51338277_51361910_+","RP11-592B15.6",""
"chr10_51338277_51364771_-","RP11-592B15.4",""
"chr10_51629986_51648990_+","RP11-481A12.5",""
"chr10_51629986_51656468_+","RP11-481A12.5",""
"chr10_51630970_51707661_+","RP11-481A12.5",""
"chr10_51632846_51656468_+","RP11-481A12.5",""
"chr10_51632846_51707661_-","RP11-481A12.6",""
"chr10_52193236_52350007_+","RP11-512N4.2",""
"chr10_5815805_5842668_+","",""
